"fid","plot_id","geom","ldi_250ft","ldi_500ft","ldi_1k","ldi_1k_2005","ldi_2k","ldi_3k"
13,"1015_1st",POINT (2226480.089493163 626164.7588056242),0.0,0.11073323526312384,0.6266345198502954,0.3088811985010431,0.6680457911283146,0.5172762208690634
14,"1016_1st",POINT (2266405.238691552 646290.8078286115),1.5528397214346,0.7129649018552507,0.32211522554300387,0.15320936825696588,0.33138607966016875,0.3362166065203998
15,"1017_1st",POINT (2260708.6957178693 695417.7523155698),0.4617694445006407,0.3193948797755585,0.5904752502422419,0.28982022149353304,0.7351187834703619,0.5231627300362233
16,"1018_1st",POINT (2187855.8094094265 564067.1904626635),0.0,0.0,0.0,0.0,0.38437753482426684,0.8589561356265554
17,"1019_1st",POINT (2160569.6807019217 592974.5140866536),0.11824441261575551,0.30866525751025436,0.48067628489852343,0.2329039875260309,0.9224532293598036,1.046011701756278
18,"1021_1st",POINT (2179778.7977212896 567062.590232309),0.0,0.26756666541565405,0.21368895312109337,0.10036426138796825,0.3036699236506372,0.5921007948197383
19,"1022_1st",POINT (2151606.9350882177 657003.8943392975),0.345496624954168,1.4326524935025589,1.114800895907587,0.5823684006142213,3.419385734365264,3.161659947060614
20,"1024_1st",POINT (2173215.311791472 637400.8584867155),0.32751386245034786,0.497869667677065,2.8338942662897497,1.8315760191943302,6.8860334901257705,8.47142033107408
21,"1025_1st",POINT (2215290.323092713 600147.1349823354),0.0000022996986759,0.16923999503029394,0.19480213558629747,0.09129331821097864,0.08131710049043836,0.09355650768185104
22,"1026_1st",POINT (2136020.0235616025 633220.0078559845),0.0,0.022737182378568865,0.6290065458333842,0.3101371424728028,0.7910484354320051,0.5962360776148234
