Process,Species,Covariate,Mean,SD,2.5CI,50CI,97.5CI,Rhat,ESS,5.0CI,95.0CI,Migratory,Sig
Occupancy,Mallard,canopy,0.0014,0.2352,-0.4467,-0.0021,0.4868,1.0057,1200,-0.3618,0.3924,M,NO
Occupancy,MourningDove,canopy,0.02,0.1964,-0.3588,0.0196,0.4114,1.0178,1063,-0.2884,0.3581,M,NO
Occupancy,NorthernCardinal,canopy,-0.3319,0.2165,-0.7627,-0.3256,0.095,1.0056,1200,-0.6935,0.0231,R,NO
Occupancy,NorthernFlicker,canopy,-0.0422,0.2238,-0.4807,-0.0393,0.3755,1.0141,1200,-0.3995,0.3273,M,NO
Occupancy,NorthernParula,canopy,-0.051,0.2643,-0.5647,-0.0442,0.4642,0.9995,1337,-0.4708,0.3814,M,NO
Occupancy,NorthernRough-wingedSwallow,canopy,0.0042,0.2183,-0.4212,-0.0016,0.4295,1.0041,1200,-0.3408,0.3558,M,NO
Occupancy,OrchardOriole,canopy,-0.34,0.2401,-0.8403,-0.3203,0.0817,1.0172,1200,-0.7609,0.0258,NE,NO
Occupancy,Ovenbird,canopy,-0.2391,0.2231,-0.6868,-0.2323,0.1813,1.0004,1314,-0.6106,0.115,NE,NO
Occupancy,PileatedWoodpecker,canopy,-0.1712,0.2318,-0.6309,-0.1725,0.2823,1.0011,1012,-0.5524,0.2274,R,NO
Occupancy,PurpleFinch,canopy,-0.0123,0.2579,-0.5028,-0.011,0.4903,1.0023,1200,-0.4131,0.4003,M,NO
Occupancy,PurpleMartin,canopy,-0.0675,0.263,-0.5718,-0.066,0.4427,0.9991,1403,-0.4863,0.3679,NE,NO
Occupancy,Rose-breastedGrosbeak,canopy,-0.109,0.2233,-0.6016,-0.1082,0.3219,1.0025,1463,-0.468,0.2585,NE,NO
Occupancy,Ring-billedGull,canopy,-0.1404,0.2142,-0.5824,-0.1356,0.2789,0.9995,1200,-0.5083,0.2061,R,NO
Occupancy,Red-breastedNuthatch,canopy,-0.0869,0.2592,-0.6057,-0.0788,0.4283,1.0092,1316,-0.5229,0.332,M,NO
Occupancy,Red-belliedWoodpecker,canopy,-0.023,0.2321,-0.456,-0.0227,0.4409,1.0024,1200,-0.3777,0.3555,R,NO
Occupancy,Red-eyedVireo,canopy,-0.0717,0.1924,-0.4753,-0.0691,0.2999,1.0183,1207,-0.3985,0.2351,NE,NO
Occupancy,Red-headedWoodpecker,canopy,-0.0533,0.2385,-0.538,-0.0561,0.4084,1.0081,1200,-0.4366,0.3301,R,NO
Occupancy,RockPigeon,canopy,0.1152,0.2619,-0.3733,0.1042,0.6591,1.0049,1443,-0.2881,0.561,R,NO
Occupancy,Red-shoulderedHawk,canopy,-0.158,0.2635,-0.6879,-0.1638,0.3253,1.0229,1091,-0.58,0.246,R,NO
Occupancy,Red-tailedHawk,canopy,-0.0367,0.2278,-0.4833,-0.0432,0.4208,1.0295,1081,-0.3883,0.3583,R,NO
Occupancy,Ruby-throatedHummingbird,canopy,-0.1287,0.2597,-0.6471,-0.1271,0.3563,0.9998,1200,-0.5704,0.2929,NE,NO
Occupancy,Red-wingedBlackbird,canopy,-0.0761,0.157,-0.3853,-0.0761,0.2258,1.0139,1074,-0.346,0.1844,M,NO
Occupancy,SavannahSparrow,canopy,0.1111,0.2605,-0.3451,0.0932,0.6549,1.0017,1343,-0.2806,0.5563,M,NO
Occupancy,ScarletTanager,canopy,-0.2044,0.2039,-0.5768,-0.2108,0.2081,0.9992,1401,-0.5306,0.1408,NE,NO
Occupancy,SongSparrow,canopy,-0.0516,0.1579,-0.3775,-0.0478,0.2554,1.0026,1289,-0.3205,0.2017,R,NO
Occupancy,SwampSparrow,canopy,-0.3165,0.2358,-0.8034,-0.3074,0.1251,1.0011,1200,-0.7182,0.0538,M,NO
Occupancy,TreeSwallow,canopy,-0.2351,0.2198,-0.6943,-0.23,0.1604,1.0014,1200,-0.592,0.1122,M,NO
Occupancy,TuftedTitmouse,canopy,-0.1127,0.2208,-0.5555,-0.1127,0.3076,1.0079,1200,-0.4822,0.2365,R,NO
Occupancy,TurkeyVulture,canopy,-0.0946,0.2189,-0.5164,-0.0953,0.3176,1.0027,1200,-0.4479,0.2664,M,NO
Occupancy,Veery,canopy,0.0132,0.2298,-0.4363,0.0182,0.4544,1.0076,1200,-0.3688,0.3801,NE,NO
Occupancy,VirginiaRail,canopy,-0.0706,0.2551,-0.589,-0.0699,0.4251,1.0008,1200,-0.4722,0.3566,M,NO
Occupancy,WarblingVireo,canopy,0.0484,0.1852,-0.3046,0.0434,0.4288,1.0034,1200,-0.253,0.3684,NE,NO
Occupancy,White-breastedNuthatch,canopy,-0.1758,0.2436,-0.6842,-0.1652,0.307,1.0043,1200,-0.5782,0.2175,R,NO
Occupancy,White-eyedVireo,canopy,-0.1261,0.2501,-0.6581,-0.1226,0.3596,1.0018,1200,-0.556,0.2869,NE,NO
Occupancy,WillowFlycatcher,canopy,-0.2775,0.2234,-0.7334,-0.274,0.1421,1.0006,1200,-0.6551,0.0948,NE,NO
Occupancy,WildTurkey,canopy,-0.0113,0.2409,-0.4831,-0.0101,0.448,0.9998,1200,-0.4038,0.3819,R,NO
Occupancy,WinterWren,canopy,0.0038,0.2405,-0.4447,-0.0115,0.4937,1.0051,1200,-0.3708,0.4059,M,NO
Occupancy,WoodDuck,canopy,-0.1555,0.2488,-0.6683,-0.1484,0.3244,1.0129,1200,-0.5825,0.2488,M,NO
Occupancy,WoodThrush,canopy,-0.0673,0.1721,-0.3899,-0.0717,0.2692,1.018,1200,-0.3453,0.2098,NE,NO
Occupancy,Yellow-billedCuckoo,canopy,-0.1405,0.2473,-0.6289,-0.1282,0.3419,1.0047,1331,-0.5516,0.262,NE,NO
Occupancy,YellowWarbler,canopy,-0.0924,0.1795,-0.4323,-0.0842,0.2456,1.017,1052,-0.3847,0.192,NE,NO
Occupancy,Yellow-throatedVireo,canopy,0.1148,0.2352,-0.3425,0.1079,0.5876,1.0033,1200,-0.2604,0.4957,NE,NO
Occupancy,Yellow-throatedWarbler,canopy,-0.0787,0.2414,-0.5609,-0.0815,0.4042,1.0109,1100,-0.4773,0.3197,NE,NO
Detection,AcadianFlycatcher,Intercept,0.8643,0.1472,0.5837,0.8627,1.1588,1.0117,1200,0.6268,1.1074,NE,YES
Detection,AlderFlycatcher,Intercept,-1.6741,1.1155,-3.9022,-1.6506,0.3571,1.0045,729,-3.5421,0.0867,NE,NO
Detection,AmericanCrow,Intercept,-0.6797,0.261,-1.2134,-0.6687,-0.1782,1.0233,1096,-1.1106,-0.2599,R,YES
Detection,AmericanGoldfinch,Intercept,0.0759,0.1251,-0.1692,0.0754,0.3178,1.0038,1407,-0.1255,0.2774,M,NO
Detection,AmericanKestrel,Intercept,-1.6279,1.1333,-3.8276,-1.6246,0.544,0.9994,738,-3.4474,0.1391,R,NO
Detection,AmericanRedstart,Intercept,-0.9466,0.5703,-2.1727,-0.921,0.0832,1.0114,1200,-1.9214,-0.0462,NE,NO
Detection,AmericanRobin,Intercept,0.9939,0.1206,0.7597,0.9922,1.2358,1.0026,1200,0.7997,1.1941,M,YES
Detection,AmericanWoodcock,Intercept,-0.953,0.9482,-2.9104,-0.9113,0.8569,1.0032,990,-2.5889,0.5041,M,NO
Detection,BarredOwl,Intercept,-2.1231,0.9325,-4.0167,-2.1114,-0.2796,1.0287,590,-3.6258,-0.5466,R,YES
Detection,BaldEagle,Intercept,-1.9964,0.942,-3.9578,-1.962,-0.2381,1.0073,627,-3.667,-0.5114,R,YES
Detection,BankSwallow,Intercept,-1.7574,0.9713,-3.7881,-1.7247,0.1171,1.0188,854,-3.381,-0.1768,NE,NO
Detection,BaltimoreOriole,Intercept,-0.7448,0.211,-1.1841,-0.7332,-0.3466,1.0031,1200,-1.0935,-0.4098,NE,YES
Detection,BarnSwallow,Intercept,-1.6559,0.6026,-2.9254,-1.6084,-0.6129,0.9993,845,-2.7301,-0.7499,NE,YES
Detection,Black-cappedChickadee,Intercept,0.0757,0.1115,-0.1376,0.0746,0.2951,1.0012,1200,-0.1076,0.2604,R,NO
Detection,BeltedKingfisher,Intercept,-1.8563,0.492,-2.7989,-1.8545,-0.9245,1.0032,967,-2.6586,-1.0701,R,YES
Detection,Blue-grayGnatcatcher,Intercept,-0.466,0.1551,-0.7626,-0.4674,-0.1493,1.0008,1200,-0.7226,-0.2045,M,YES
Detection,Brown-headedCowbird,Intercept,-0.1625,0.1293,-0.4125,-0.1628,0.0896,1.0002,1200,-0.375,0.0481,M,NO
Detection,Blue-headedVireo,Intercept,-1.7868,1.1225,-4.1819,-1.7279,0.2893,1.0074,838,-3.7578,0.0027,NE,NO
Detection,BlueJay,Intercept,0.5165,0.1248,0.2701,0.5119,0.7618,1.007,984,0.3161,0.721,M,YES
Detection,Bobolink,Intercept,-1.4705,1.3344,-4.1477,-1.4097,1.0013,1.0049,992,-3.6925,0.5897,NE,NO
Detection,BrownCreeper,Intercept,-1.1108,0.4489,-2.0195,-1.0909,-0.2722,1.0113,1200,-1.8631,-0.3894,M,YES
Detection,BrownThrasher,Intercept,-1.8445,0.7174,-3.2452,-1.8389,-0.4842,1.0006,1007,-3.0059,-0.6584,M,YES
Detection,Black-throatedGreenWarbler,Intercept,-1.4131,1.2808,-4.0164,-1.3846,0.9837,1.0108,862,-3.5002,0.6086,NE,NO
Detection,Broad-wingedHawk,Intercept,-1.8369,0.992,-3.7905,-1.7817,-0.0117,1.0001,777,-3.476,-0.2393,NE,YES
Detection,Blue-wingedWarbler,Intercept,-1.2623,0.7312,-2.8296,-1.1972,0.06,1.016,838,-2.5011,-0.0892,NE,NO
Detection,CanadaGoose,Intercept,-2.4707,0.6821,-3.722,-2.4716,-1.1015,1.0257,495,-3.5952,-1.3152,R,YES
Detection,CarolinaWren,Intercept,-0.9941,0.2265,-1.4481,-0.9977,-0.5628,1.0212,1357,-1.3749,-0.6213,R,YES
Detection,CedarWaxwing,Intercept,-0.7265,0.2102,-1.1252,-0.7273,-0.3037,1.0007,1200,-1.0652,-0.3833,M,YES
Detection,CeruleanWarbler,Intercept,-1.4238,1.263,-3.9153,-1.4236,1.0922,1.0155,778,-3.4978,0.6124,NE,NO
Detection,ChippingSparrow,Intercept,-1.0054,0.3707,-1.7857,-0.9934,-0.3435,1.0006,1200,-1.6522,-0.4145,M,YES
Detection,ChimneySwift,Intercept,-0.9357,0.2142,-1.3594,-0.9382,-0.5245,1.0024,1027,-1.2937,-0.5787,NE,YES
Detection,CliffSwallow,Intercept,-1.8367,1.0922,-4.015,-1.8012,0.1658,1.003,639,-3.6981,-0.1208,NE,NO
Detection,CommonGrackle,Intercept,-1.1873,0.2294,-1.6391,-1.195,-0.7279,1.0128,1380,-1.5606,-0.8116,M,YES
Detection,Cooper'sHawk,Intercept,-1.2478,0.6727,-2.6828,-1.228,0.0787,1.0016,1235,-2.454,-0.2002,M,NO
Detection,CommonYellowthroat,Intercept,0.1028,0.2097,-0.3049,0.1085,0.5048,1.0355,1357,-0.2395,0.4558,NE,NO
Detection,Dark-eyedJunco,Intercept,-0.9113,0.4098,-1.7383,-0.8948,-0.1659,0.9994,1200,-1.6068,-0.2767,R,YES
Detection,DownyWoodpecker,Intercept,-0.0589,0.1286,-0.3064,-0.0586,0.1883,1.0195,1200,-0.2704,0.1512,R,NO
Detection,EasternBluebird,Intercept,-1.4942,0.3896,-2.2935,-1.4851,-0.7693,1.0166,959,-2.1398,-0.8748,M,YES
Detection,EasternKingbird,Intercept,-0.4291,0.5149,-1.4336,-0.4211,0.5673,1.0136,1200,-1.2666,0.4599,NE,NO
Detection,EasternMeadowlark,Intercept,-0.9043,0.9187,-2.765,-0.863,0.7879,1.0029,1320,-2.4745,0.5381,M,NO
Detection,EasternPhoebe,Intercept,-1.1379,0.4401,-2.0233,-1.1184,-0.2874,1.004,1200,-1.8792,-0.4544,M,YES
Detection,EasternTowhee,Intercept,-0.5204,0.2702,-1.062,-0.5209,-0.0029,1.0073,1200,-0.9564,-0.0877,M,YES
Detection,EasternWood-Pewee,Intercept,1.028,0.1189,0.7945,1.0212,1.2633,1.0073,1200,0.8374,1.2274,NE,YES
Detection,EuropeanStarling,Intercept,-0.5333,0.3281,-1.1785,-0.5247,0.0905,0.9996,1200,-1.0908,-0.0085,R,NO
Detection,FieldSparrow,Intercept,0.7355,0.3961,-0.0553,0.7252,1.4843,1.002,1200,0.0784,1.3697,M,NO
Detection,GreatBlueHeron,Intercept,-1.8673,0.7224,-3.4583,-1.8091,-0.5656,1.0068,772,-3.1623,-0.7614,M,YES
Detection,GreatCrestedFlycatcher,Intercept,-1.1196,0.1908,-1.4849,-1.1226,-0.7404,1.0131,890,-1.4366,-0.7951,NE,YES
Detection,GreatHornedOwl,Intercept,-1.8683,1.2221,-4.4594,-1.8284,0.4145,1.0121,627,-4.0969,0.0593,R,NO
Detection,GrayCatbird,Intercept,0.152,0.1641,-0.1766,0.156,0.4633,1.0161,1200,-0.1268,0.4172,M,NO
Detection,GreenHeron,Intercept,-1.735,1.1629,-4.0856,-1.7016,0.4264,1.0097,787,-3.7752,0.1287,M,NO
Detection,HairyWoodpecker,Intercept,-1.7415,0.2663,-2.2815,-1.731,-1.2302,1.0136,841,-2.1851,-1.3014,R,YES
Detection,HerringGull,Intercept,-0.5064,1.0113,-2.5534,-0.4446,1.3215,0.9999,1200,-2.2683,1.0595,R,NO
Detection,HermitThrush,Intercept,0.5429,0.8029,-1.0748,0.5285,2.1675,1.0013,1200,-0.7537,1.8752,NE,NO
Detection,HouseFinch,Intercept,-1.8377,0.4478,-2.6998,-1.8331,-0.9561,1.0242,890,-2.5746,-1.1312,R,YES
Detection,HouseSparrow,Intercept,-0.2962,0.2909,-0.8856,-0.2965,0.2578,1,1327,-0.7742,0.1797,R,NO
Detection,HoodedWarbler,Intercept,0.1753,0.2027,-0.2112,0.174,0.5865,1.003,1200,-0.1664,0.508,NE,NO
Detection,HouseWren,Intercept,0.464,0.1592,0.1455,0.4705,0.7518,0.9993,1200,0.1948,0.7169,M,YES
Detection,IndigoBunting,Intercept,0.0933,0.1658,-0.2318,0.097,0.4259,1.0055,983,-0.1754,0.3703,NE,NO
Detection,Killdeer,Intercept,-0.9432,0.5912,-2.0994,-0.9184,0.1337,1.0123,1003,-1.9807,-0.0357,M,NO
Detection,LouisianaWaterthrush,Intercept,-0.9444,0.5278,-2.0265,-0.9172,-0.0144,1.0078,1200,-1.8706,-0.1276,NE,YES
Detection,Mallard,Intercept,-1.8839,0.8827,-3.7381,-1.8007,-0.3214,1.0321,479,-3.4326,-0.522,M,YES
Detection,MourningDove,Intercept,-1.379,0.3666,-2.0841,-1.3802,-0.6558,1.0101,1200,-1.9927,-0.7894,M,YES
Detection,NorthernCardinal,Intercept,0.8398,0.1182,0.598,0.8438,1.0679,1.0053,1200,0.645,1.0357,R,YES
Detection,NorthernFlicker,Intercept,-1.7088,0.3163,-2.2743,-1.7312,-1.0598,1.004,787,-2.183,-1.1682,M,YES
Detection,NorthernParula,Intercept,-1.6405,1.0742,-3.8835,-1.6044,0.3293,1.0072,879,-3.465,0.0158,M,NO
Detection,NorthernRough-wingedSwallow,Intercept,-1.6007,0.6056,-2.8328,-1.5879,-0.4858,1.0021,957,-2.6297,-0.6418,M,YES
Detection,OrchardOriole,Intercept,-1.0196,0.4229,-1.8503,-1.0169,-0.232,1.004,1200,-1.718,-0.2983,NE,YES
Detection,Ovenbird,Intercept,-0.2079,0.451,-1.155,-0.1855,0.6311,1.0057,1215,-0.956,0.4868,NE,NO
Detection,PileatedWoodpecker,Intercept,-1.8097,0.3005,-2.3579,-1.8209,-1.2412,1.0039,742,-2.2907,-1.3123,R,YES
Detection,PurpleFinch,Intercept,-1.7235,1.1111,-3.9456,-1.7424,0.5837,1.0187,748,-3.6376,0.0618,M,NO
Detection,PurpleMartin,Intercept,-1.5118,1.3291,-4.1105,-1.4958,1.05,1.0002,1014,-3.7995,0.7071,NE,NO
Detection,Rose-breastedGrosbeak,Intercept,-1.3327,0.3259,-1.9571,-1.3292,-0.709,1.004,855,-1.8789,-0.8033,NE,YES
Detection,Ring-billedGull,Intercept,-0.8809,0.5683,-2.0897,-0.8566,0.1216,1.0003,648,-1.8103,-0.0205,R,NO
Detection,Red-breastedNuthatch,Intercept,-1.781,1.1536,-4.1967,-1.7196,0.2994,1.0022,672,-3.7854,0.054,M,NO
Detection,Red-belliedWoodpecker,Intercept,0.3512,0.1094,0.1342,0.3522,0.5645,1,1200,0.1724,0.5309,R,YES
Detection,Red-eyedVireo,Intercept,0.9779,0.1124,0.7648,0.9796,1.202,1.0021,1446,0.7896,1.1626,NE,YES
Detection,Red-headedWoodpecker,Intercept,-1.8149,0.8086,-3.5041,-1.7591,-0.3246,1.0018,770,-3.1948,-0.5814,R,YES
Detection,RockPigeon,Intercept,-1.7875,0.9944,-3.8305,-1.7442,0.0261,0.999,812,-3.4129,-0.1877,R,NO
Detection,Red-shoulderedHawk,Intercept,-2.6709,0.5866,-3.6697,-2.7314,-1.4228,1.0163,420,-3.5466,-1.6617,R,YES
Detection,Red-tailedHawk,Intercept,-2.3845,0.6453,-3.6028,-2.3783,-1.112,1.028,402,-3.4122,-1.3376,R,YES
Detection,Ruby-throatedHummingbird,Intercept,-2.4496,0.2736,-2.9486,-2.4767,-1.8809,1.0004,820,-2.8826,-1.9897,NE,YES
Detection,Red-wingedBlackbird,Intercept,0.598,0.2025,0.2198,0.5905,0.9998,1.0003,1462,0.277,0.9475,M,YES
Detection,SavannahSparrow,Intercept,-0.552,1.0493,-2.7143,-0.5236,1.3909,0.9996,1200,-2.3353,1.131,M,NO
Detection,ScarletTanager,Intercept,-0.5934,0.1628,-0.9025,-0.6039,-0.2612,1.0033,1200,-0.8566,-0.3162,NE,YES
Detection,SongSparrow,Intercept,0.8645,0.1554,0.5658,0.8678,1.1596,1.0001,1200,0.6153,1.1076,R,YES
Detection,SwampSparrow,Intercept,0.3635,0.5625,-0.7266,0.3428,1.4658,1.0023,1351,-0.5748,1.2995,M,NO
Detection,TreeSwallow,Intercept,-0.8026,0.5309,-1.8999,-0.7871,0.2283,0.9998,1200,-1.7292,0.0371,M,NO
Detection,TuftedTitmouse,Intercept,0.6576,0.1113,0.4539,0.6615,0.8861,1.0028,1368,0.4778,0.8455,R,YES
Detection,TurkeyVulture,Intercept,-2.4491,0.6222,-3.6384,-2.4809,-1.1709,1.0005,681,-3.4272,-1.3834,M,YES
Detection,Veery,Intercept,-1.2947,0.5228,-2.364,-1.2833,-0.3025,1.006,994,-2.1902,-0.4173,NE,YES
Detection,VirginiaRail,Intercept,-1.4806,1.3193,-4.021,-1.5112,1.1589,1.007,881,-3.6123,0.7821,M,NO
Detection,WarblingVireo,Intercept,-0.0244,0.2801,-0.5786,-0.0177,0.498,1.0198,1200,-0.4968,0.4227,NE,NO
Detection,White-breastedNuthatch,Intercept,-0.28,0.1261,-0.5327,-0.2818,-0.0251,1.0007,1200,-0.4849,-0.0705,R,YES
Detection,White-eyedVireo,Intercept,0.1657,0.9943,-1.8028,0.1673,2.1732,1.0055,1096,-1.4582,1.8157,NE,NO
Detection,WillowFlycatcher,Intercept,-0.2385,0.4419,-1.1316,-0.23,0.5933,1.0092,1200,-1.0006,0.4597,NE,NO
Detection,WildTurkey,Intercept,-2.3893,0.9984,-4.4171,-2.3021,-0.6552,1.008,311,-4.1397,-0.8417,R,YES
Detection,WinterWren,Intercept,-0.93,0.9364,-2.8922,-0.9029,0.7728,1.0092,984,-2.5027,0.5341,M,NO
Detection,WoodDuck,Intercept,-1.9061,0.9914,-3.8993,-1.8636,-0.0854,1.0003,791,-3.6356,-0.3322,M,YES
Detection,WoodThrush,Intercept,-0.2613,0.1573,-0.5751,-0.2575,0.0385,1.0015,1200,-0.5351,-0.008,NE,NO
Detection,Yellow-billedCuckoo,Intercept,-2.4364,0.8146,-4.0035,-2.4027,-0.8602,1.0191,496,-3.8012,-1.1591,NE,YES
Detection,YellowWarbler,Intercept,-0.064,0.2214,-0.4793,-0.0699,0.3739,1.019,1200,-0.4373,0.3085,NE,NO
Detection,Yellow-throatedVireo,Intercept,-1.6012,0.5299,-2.7454,-1.5778,-0.6005,1.0231,732,-2.5139,-0.7716,NE,YES
Detection,Yellow-throatedWarbler,Intercept,-1.4045,0.7624,-3.1879,-1.3652,-0.0613,1.0388,659,-2.7397,-0.2909,NE,YES
Detection,AcadianFlycatcher,day,0.0986,0.1299,-0.162,0.0974,0.3501,1.0097,1200,-0.1108,0.309,NE,NO
Detection,AlderFlycatcher,day,0.1548,0.1907,-0.2162,0.1515,0.5384,1.011,1200,-0.146,0.4681,NE,NO
Detection,AmericanCrow,day,0.2758,0.1274,0.0261,0.2783,0.5125,1.0226,1200,0.0683,0.4826,R,YES
Detection,AmericanGoldfinch,day,0.1236,0.0948,-0.0643,0.1209,0.3082,1.0025,1200,-0.033,0.2791,M,NO
Detection,AmericanKestrel,day,0.1259,0.1885,-0.2469,0.125,0.4948,0.9995,1672,-0.1835,0.4366,R,NO
Detection,AmericanRedstart,day,0.2591,0.1801,-0.0751,0.2534,0.6358,1.0061,1200,-0.0274,0.5698,NE,NO
Detection,AmericanRobin,day,0.1985,0.1031,-0.0106,0.1987,0.4087,1.0084,1200,0.0309,0.3653,M,NO
Detection,AmericanWoodcock,day,0.1477,0.1943,-0.2175,0.1477,0.5366,1.0007,1200,-0.1613,0.4713,M,NO
Detection,BarredOwl,day,0.1989,0.1841,-0.1593,0.1993,0.5642,1.0188,1302,-0.0924,0.5102,R,NO
Detection,BaldEagle,day,0.1948,0.1886,-0.1723,0.1922,0.5686,1.0088,1200,-0.1007,0.5019,R,NO
Detection,BankSwallow,day,0.141,0.1906,-0.2373,0.1405,0.5087,1.0075,1200,-0.1695,0.4358,NE,NO
Detection,BaltimoreOriole,day,0.0835,0.1209,-0.1618,0.0795,0.3294,1.002,1200,-0.1202,0.2819,NE,NO
Detection,BarnSwallow,day,0.0631,0.1707,-0.274,0.061,0.395,1.0233,1200,-0.2264,0.3399,NE,NO
Detection,Black-cappedChickadee,day,0.0724,0.0915,-0.1093,0.0735,0.245,1.0096,1200,-0.0766,0.2151,R,NO
Detection,BeltedKingfisher,day,0.1565,0.1543,-0.1588,0.1595,0.4464,1.0025,1200,-0.1037,0.4088,R,NO
Detection,Blue-grayGnatcatcher,day,-0.0466,0.1115,-0.2621,-0.0479,0.1718,1.0093,1200,-0.229,0.1348,M,NO
Detection,Brown-headedCowbird,day,0.3673,0.0988,0.1788,0.3687,0.5529,1.002,1200,0.2049,0.5261,M,YES
Detection,Blue-headedVireo,day,0.1432,0.1911,-0.2252,0.1477,0.5038,1.0073,1200,-0.1828,0.4529,NE,NO
Detection,BlueJay,day,0.0628,0.0956,-0.1202,0.061,0.2445,1.0074,1200,-0.0973,0.2169,M,NO
Detection,Bobolink,day,0.1557,0.2006,-0.2438,0.1543,0.5544,1.0007,1200,-0.1857,0.481,NE,NO
Detection,BrownCreeper,day,0.178,0.1771,-0.1775,0.1811,0.5287,1.0122,1200,-0.1129,0.4592,M,NO
Detection,BrownThrasher,day,0.1293,0.1908,-0.2394,0.1331,0.5144,1.0037,1092,-0.1882,0.4368,M,NO
Detection,Black-throatedGreenWarbler,day,0.1595,0.1965,-0.2156,0.1617,0.5583,1.0111,1200,-0.1636,0.4785,NE,NO
Detection,Broad-wingedHawk,day,0.1484,0.1904,-0.2413,0.1524,0.5318,0.9993,1116,-0.166,0.4685,NE,NO
Detection,Blue-wingedWarbler,day,0.1561,0.1892,-0.2066,0.1578,0.5257,1.0033,1200,-0.1517,0.4649,NE,NO
Detection,CanadaGoose,day,0.0339,0.1743,-0.2971,0.0407,0.3792,1.0063,943,-0.2509,0.3244,R,NO
Detection,CarolinaWren,day,0.4324,0.1389,0.1634,0.4303,0.7192,1.0065,1069,0.2114,0.6742,R,YES
Detection,CedarWaxwing,day,0.2097,0.1273,-0.0452,0.2059,0.4551,0.9999,1188,-0.0052,0.4169,M,NO
Detection,CeruleanWarbler,day,0.1511,0.1947,-0.2362,0.152,0.5287,1.0025,1200,-0.1582,0.4796,NE,NO
Detection,ChippingSparrow,day,0.2403,0.1375,-0.0231,0.2423,0.5171,1.0259,1200,0.0169,0.4611,M,NO
Detection,ChimneySwift,day,0.0787,0.1125,-0.1357,0.078,0.308,1.0017,1485,-0.1078,0.2574,NE,NO
Detection,CliffSwallow,day,0.1697,0.1842,-0.1976,0.172,0.5239,1.0043,1200,-0.1416,0.483,NE,NO
Detection,CommonGrackle,day,0.3979,0.1222,0.1662,0.3953,0.6522,1.0132,1200,0.1997,0.6016,M,YES
Detection,Cooper'sHawk,day,0.2095,0.1771,-0.1385,0.2106,0.5531,1.0231,1200,-0.0852,0.5025,M,NO
Detection,CommonYellowthroat,day,0.1218,0.1462,-0.1653,0.1223,0.4243,1.0059,1200,-0.1246,0.3708,NE,NO
Detection,Dark-eyedJunco,day,0.0171,0.1786,-0.3546,0.0249,0.3473,1.0008,1200,-0.2964,0.3007,R,NO
Detection,DownyWoodpecker,day,0.3473,0.0991,0.1543,0.3478,0.537,0.9994,1200,0.185,0.5131,R,YES
Detection,EasternBluebird,day,0.1384,0.1414,-0.1378,0.1362,0.4105,1.0004,1200,-0.1013,0.3627,M,NO
Detection,EasternKingbird,day,0.0506,0.1784,-0.2953,0.0543,0.3817,1.0003,1200,-0.2354,0.3519,NE,NO
Detection,EasternMeadowlark,day,0.1104,0.2013,-0.3062,0.1139,0.5019,1.0047,1103,-0.2216,0.4254,M,NO
Detection,EasternPhoebe,day,-0.0853,0.1945,-0.4505,-0.0828,0.2973,1.0038,1200,-0.3877,0.2299,M,NO
Detection,EasternTowhee,day,0.1447,0.1517,-0.1573,0.1454,0.442,1.0037,1200,-0.0981,0.3883,M,NO
Detection,EasternWood-Pewee,day,0.3671,0.1041,0.1791,0.3655,0.5767,1.0016,1200,0.2075,0.5415,NE,YES
Detection,EuropeanStarling,day,0.0247,0.1577,-0.2911,0.032,0.3039,1.0016,1200,-0.2459,0.2757,R,NO
Detection,FieldSparrow,day,0.1501,0.1917,-0.2314,0.1531,0.5257,1.0006,1180,-0.1756,0.4541,M,NO
Detection,GreatBlueHeron,day,0.0814,0.1784,-0.2621,0.0862,0.4252,1.0012,1504,-0.2257,0.3828,M,NO
Detection,GreatCrestedFlycatcher,day,0.0853,0.1048,-0.1257,0.0864,0.2819,0.9994,1200,-0.0881,0.2496,NE,NO
Detection,GreatHornedOwl,day,0.1706,0.1915,-0.227,0.1683,0.5468,1.0055,1200,-0.1407,0.4864,R,NO
Detection,GrayCatbird,day,0.1427,0.1172,-0.0908,0.1463,0.366,1.0056,1582,-0.0554,0.3302,M,NO
Detection,GreenHeron,day,0.1389,0.1983,-0.2827,0.1426,0.521,1.0041,1200,-0.2018,0.4517,M,NO
Detection,HairyWoodpecker,day,0.0755,0.126,-0.1757,0.0741,0.3162,1.0025,1200,-0.1286,0.2835,R,NO
Detection,HerringGull,day,0.1133,0.1971,-0.2865,0.1225,0.4912,1.0067,1200,-0.2042,0.4216,R,NO
Detection,HermitThrush,day,0.101,0.1953,-0.2825,0.1023,0.4777,1.0053,1200,-0.2255,0.412,NE,NO
Detection,HouseFinch,day,0.1856,0.1424,-0.0998,0.1853,0.4573,1.0038,1200,-0.0589,0.4133,R,NO
Detection,HouseSparrow,day,0.0428,0.1519,-0.2631,0.0467,0.3435,1.0057,1200,-0.21,0.2898,R,NO
Detection,HoodedWarbler,day,0.0571,0.146,-0.2221,0.0572,0.3382,1.0051,1200,-0.1793,0.292,NE,NO
Detection,HouseWren,day,-0.0729,0.1284,-0.3267,-0.0702,0.1752,1.0012,1200,-0.2888,0.1382,M,NO
