Process,Species,Covariate,Mean,SD,2.5CI,50CI,97.5CI,Rhat,ESS,5.0CI,95.0CI
Occupancy,Black-capped Chickadee,cyper,0.0192,0.281,-0.512,0.0201,0.5853,1.0083,1200,-0.4377,0.4817
Occupancy,Belted Kingfisher,cyper,-0.529,0.28,-1.0851,-0.5156,0.0041,0.999,1337,-0.9962,-0.081
Occupancy,Blue-gray Gnatcatcher,cyper,-0.016,0.2323,-0.434,-0.025,0.4588,1.0117,1200,-0.3721,0.3863
Occupancy,Brown-headed Cowbird,cyper,-0.2099,0.2466,-0.693,-0.2079,0.3032,1.005,1319,-0.6107,0.1867
Occupancy,Blue-headed Vireo,cyper,-0.0633,0.3238,-0.6578,-0.0636,0.5937,0.999,1200,-0.583,0.4406
Occupancy,Blue Jay,cyper,-0.0138,0.2394,-0.4714,-0.0164,0.463,1.0202,1200,-0.3989,0.3955
Occupancy,Bobolink,cyper,-0.1328,0.3232,-0.7372,-0.1512,0.5118,0.9999,1914,-0.6664,0.4006
Occupancy,Brown Creeper,cyper,0.0615,0.2584,-0.4285,0.058,0.5484,1.0347,1084,-0.3544,0.4777
Occupancy,Brown Thrasher,cyper,-0.1177,0.3111,-0.7561,-0.1272,0.4862,0.9996,1200,-0.6322,0.4012
Occupancy,Black-throated Green Warbler,cyper,-0.1274,0.3316,-0.7708,-0.1257,0.4907,1.0038,1200,-0.6559,0.4035
Occupancy,Broad-winged Hawk,cyper,-0.2604,0.3182,-0.8923,-0.2551,0.364,1.0053,1200,-0.8049,0.2734
Occupancy,Blue-winged Warbler,cyper,0.1264,0.2716,-0.3862,0.1269,0.6738,1.0007,1200,-0.3181,0.5723
Occupancy,Canada Goose,cyper,-0.0649,0.2845,-0.6386,-0.0599,0.471,1.0023,1200,-0.5265,0.4044
Occupancy,Carolina Wren,cyper,-0.2499,0.2141,-0.6623,-0.2483,0.141,1.0042,1200,-0.5949,0.0886
Occupancy,Cedar Waxwing,cyper,-0.1322,0.214,-0.5312,-0.1359,0.3037,0.9999,1200,-0.4692,0.2177
Occupancy,Cerulean Warbler,cyper,-0.1204,0.3255,-0.7451,-0.1218,0.5539,1.0045,1200,-0.6576,0.4068
Occupancy,Chipping Sparrow,cyper,-0.0071,0.2263,-0.432,-0.0054,0.443,1.0114,1348,-0.3666,0.3649
Occupancy,Chimney Swift,cyper,-0.3027,0.2608,-0.8237,-0.3032,0.2051,1.0104,1200,-0.7298,0.1184
Occupancy,Cliff Swallow,cyper,-0.2559,0.3232,-0.8809,-0.2626,0.3553,1.0138,1200,-0.7893,0.2868
Occupancy,Common Grackle,cyper,-0.1743,0.2241,-0.6211,-0.1701,0.278,1.0016,1519,-0.5573,0.1805
Occupancy,Cooper's Hawk,cyper,-0.2089,0.2663,-0.7545,-0.1989,0.2727,1.0025,1200,-0.6647,0.2149
Occupancy,Common Yellowthroat,cyper,0.1954,0.1981,-0.1735,0.1912,0.6064,0.9995,1200,-0.1091,0.5289
Occupancy,Dark-eyed Junco,cyper,-0.3371,0.2489,-0.8385,-0.3321,0.1395,1.0046,1200,-0.7572,0.0516
Occupancy,Downy Woodpecker,cyper,0.0187,0.269,-0.4866,0.0174,0.5735,1.0044,1200,-0.3985,0.4781
Occupancy,Eastern Bluebird,cyper,0.2823,0.2375,-0.1714,0.2747,0.775,1.0086,1098,-0.1005,0.7019
Occupancy,Eastern Kingbird,cyper,-0.1865,0.2666,-0.7298,-0.1802,0.3191,1.0262,1101,-0.6298,0.2465
Occupancy,Eastern Meadowlark,cyper,-0.2418,0.3135,-0.8947,-0.2472,0.3746,0.9998,1046,-0.7507,0.2779
Occupancy,Eastern Phoebe,cyper,-0.2895,0.2494,-0.8076,-0.2851,0.2035,1.0018,1200,-0.696,0.1163
Occupancy,Eastern Towhee,cyper,0.5798,0.2334,0.1242,0.5781,1.0428,1.0097,1200,0.2069,0.9593
Occupancy,Eastern Wood-Pewee,cyper,-0.1182,0.2443,-0.575,-0.1134,0.3532,1.0217,1200,-0.519,0.2795
Occupancy,European Starling,cyper,-0.4398,0.2587,-0.9676,-0.4314,0.0273,1.002,1200,-0.8863,-0.0413
Occupancy,Field Sparrow,cyper,0.2881,0.2548,-0.2031,0.2862,0.7816,0.9995,1200,-0.1203,0.7096
Occupancy,Great Blue Heron,cyper,-0.5325,0.3044,-1.1551,-0.5271,0.0396,1.002,1200,-1.0545,-0.0694
Occupancy,Great Crested Flycatcher,cyper,-0.1717,0.2827,-0.7247,-0.1798,0.3872,0.9997,1200,-0.6219,0.2968
Occupancy,Great Horned Owl,cyper,-0.2324,0.3241,-0.8965,-0.2291,0.3598,1.0098,1010,-0.7836,0.2791
Occupancy,Gray Catbird,cyper,-0.2294,0.1756,-0.5872,-0.2255,0.0942,1.0013,1200,-0.5281,0.041
Occupancy,Green Heron,cyper,-0.0803,0.3151,-0.7039,-0.0765,0.5211,1.0039,1200,-0.6145,0.4422
Occupancy,Hairy Woodpecker,cyper,0.0743,0.2584,-0.4242,0.0764,0.5839,1.0029,1200,-0.3516,0.5098
Occupancy,Herring Gull,cyper,-0.221,0.316,-0.8473,-0.2201,0.3687,0.9998,1073,-0.7427,0.2829
Occupancy,Hermit Thrush,cyper,-0.0026,0.2993,-0.5975,-0.0099,0.6151,1.0131,1200,-0.4785,0.4956
Occupancy,House Finch,cyper,-0.2726,0.274,-0.8314,-0.2683,0.2844,1.0114,1200,-0.7277,0.1764
Occupancy,House Sparrow,cyper,-0.3832,0.2259,-0.8671,-0.373,0.0238,1.0022,1200,-0.7696,-0.0229
Occupancy,Hooded Warbler,cyper,0.063,0.1921,-0.3181,0.064,0.4521,1.0039,1050,-0.259,0.3735
Occupancy,House Wren,cyper,0.1942,0.1764,-0.1389,0.1939,0.5229,1.0089,1200,-0.0884,0.4813
Occupancy,Indigo Bunting,cyper,-0.3498,0.1796,-0.6991,-0.3429,-0.0115,1.002,1200,-0.6509,-0.0592
Occupancy,Killdeer,cyper,-0.0971,0.2864,-0.6423,-0.1007,0.4906,1.0012,1200,-0.5594,0.3776
Occupancy,Louisiana Waterthrush,cyper,-0.3462,0.2561,-0.8355,-0.3443,0.1215,1.0009,1200,-0.7666,0.0581
Occupancy,Mallard,cyper,-0.2313,0.2946,-0.8409,-0.2182,0.3442,1.0092,1200,-0.7271,0.2385
Occupancy,Mourning Dove,cyper,0.1008,0.2332,-0.341,0.0927,0.5757,1.0007,1200,-0.2698,0.4957
Occupancy,Northern Cardinal,cyper,-0.248,0.2402,-0.7233,-0.2485,0.2366,1.0034,1200,-0.6273,0.1546
Occupancy,Northern Flicker,cyper,0.177,0.3013,-0.4349,0.1888,0.7543,1.0234,1055,-0.32,0.6439
Occupancy,Northern Parula,cyper,-0.2315,0.3174,-0.8537,-0.2307,0.3677,1.0036,1456,-0.7416,0.2846
Occupancy,Northern Rough-winged Swallow,cyper,-0.475,0.2906,-1.0461,-0.4692,0.0887,1.0086,1200,-0.9405,-0.0125
Occupancy,Orchard Oriole,cyper,-0.2438,0.2708,-0.7979,-0.2403,0.2441,0.9995,1509,-0.7066,0.1895
Occupancy,Ovenbird,cyper,-0.2147,0.2487,-0.7412,-0.2092,0.2627,1.0053,1200,-0.6273,0.1896
Occupancy,Pileated Woodpecker,cyper,-0.0928,0.2764,-0.6614,-0.0937,0.441,1.0045,1200,-0.5302,0.3357
Occupancy,Purple Finch,cyper,-0.1798,0.3249,-0.8311,-0.1699,0.4532,1.0033,1200,-0.6973,0.329
Occupancy,Purple Martin,cyper,-0.1511,0.345,-0.8643,-0.1366,0.5395,1.0173,1200,-0.7112,0.409
Occupancy,Rose-breasted Grosbeak,cyper,-0.259,0.2654,-0.8044,-0.2576,0.2623,1.0024,1925,-0.6891,0.1733
Occupancy,Ring-billed Gull,cyper,-0.3772,0.2728,-0.9232,-0.3797,0.1387,1.0042,1200,-0.8363,0.0521
Occupancy,Red-breasted Nuthatch,cyper,-0.0447,0.3226,-0.6935,-0.051,0.6024,0.9994,1633,-0.5768,0.4652
Occupancy,Red-bellied Woodpecker,cyper,-0.1821,0.3103,-0.7868,-0.1908,0.4098,0.9996,1200,-0.6772,0.3204
Occupancy,Red-eyed Vireo,cyper,-0.1068,0.2453,-0.6005,-0.1115,0.3909,1.0091,1200,-0.5139,0.3052
Occupancy,Red-headed Woodpecker,cyper,-0.2308,0.2954,-0.8036,-0.237,0.3519,1.0009,1200,-0.7171,0.2598
Occupancy,Rock Pigeon,cyper,-0.2372,0.3111,-0.849,-0.2432,0.4073,1.01,1200,-0.7374,0.2614
Occupancy,Red-shouldered Hawk,cyper,-0.0682,0.2998,-0.6615,-0.0746,0.5346,1.0033,1200,-0.5455,0.4432
Occupancy,Red-tailed Hawk,cyper,-0.3342,0.2905,-0.929,-0.3288,0.2052,1.0139,799,-0.8422,0.1298
Occupancy,Ruby-throated Hummingbird,cyper,-0.0275,0.3056,-0.6305,-0.0252,0.5685,1.0042,1200,-0.5212,0.4622
Occupancy,Red-winged Blackbird,cyper,-0.2405,0.1888,-0.6353,-0.2413,0.1223,1.0027,1674,-0.5515,0.0788
Occupancy,Savannah Sparrow,cyper,-0.2466,0.3181,-0.8845,-0.237,0.3541,1.0133,1200,-0.7655,0.2814
Occupancy,Scarlet Tanager,cyper,-0.1664,0.2283,-0.6124,-0.1643,0.2727,1.0021,1335,-0.5379,0.1995
Occupancy,Song Sparrow,cyper,-0.0098,0.1692,-0.3366,-0.0126,0.3336,0.9999,1009,-0.2786,0.2768
Occupancy,Swamp Sparrow,cyper,-0.119,0.2623,-0.6302,-0.1194,0.3926,1.0077,1200,-0.5514,0.3274
Occupancy,Tennessee Warbler,cyper,-0.1441,0.3288,-0.8379,-0.1366,0.4662,1.0044,1350,-0.7092,0.377
Occupancy,Tree Swallow,cyper,-0.3167,0.272,-0.8716,-0.3011,0.192,1.0028,1200,-0.7831,0.0999
Occupancy,Tufted Titmouse,cyper,-0.1585,0.2592,-0.6686,-0.1602,0.3625,1.0176,1200,-0.5944,0.2617
Occupancy,Turkey Vulture,cyper,-0.0741,0.2894,-0.6484,-0.0769,0.5226,1.0024,1200,-0.5618,0.3955
Occupancy,Veery,cyper,-0.0749,0.2509,-0.5282,-0.0781,0.416,1.0181,1200,-0.475,0.3514
Occupancy,Virginia Rail,cyper,-0.1419,0.3314,-0.8114,-0.1359,0.482,1.0101,1200,-0.7109,0.4097
Occupancy,Warbling Vireo,cyper,-0.4887,0.2333,-0.962,-0.4797,-0.057,1.0121,1200,-0.8889,-0.1189
Occupancy,White-breasted Nuthatch,cyper,0.0841,0.2765,-0.4788,0.084,0.6189,1.0034,1391,-0.3671,0.5521
Occupancy,White-eyed Vireo,cyper,-0.0861,0.3157,-0.7106,-0.0892,0.5433,1.0052,1200,-0.6083,0.4185
Occupancy,Willow Flycatcher,cyper,0.0617,0.2563,-0.4161,0.0518,0.6057,1.0041,1200,-0.3436,0.5061
Occupancy,Wild Turkey,cyper,0.0628,0.3075,-0.542,0.0575,0.6566,1.0241,1200,-0.4413,0.56
Occupancy,Winter Wren,cyper,-0.0734,0.2988,-0.6602,-0.0688,0.4997,1.0104,1200,-0.5685,0.4216
Occupancy,Wood Duck,cyper,-0.1894,0.31,-0.7971,-0.1898,0.4201,1.0211,1200,-0.7055,0.3002
Occupancy,Wood Thrush,cyper,-0.0567,0.2129,-0.4907,-0.0554,0.3534,1.0056,1200,-0.41,0.2928
Occupancy,Yellow-billed Cuckoo,cyper,-0.2149,0.294,-0.8167,-0.2058,0.3603,0.9992,1445,-0.7093,0.2693
Occupancy,Yellow Warbler,cyper,-0.2215,0.2106,-0.6288,-0.2251,0.2111,1.0043,1200,-0.5641,0.1335
Occupancy,Yellow-throated Vireo,cyper,-0.0746,0.2536,-0.5604,-0.0713,0.4456,1.0082,1200,-0.4823,0.3456
Occupancy,Yellow-throated Warbler,cyper,-0.4352,0.3031,-1.1007,-0.4104,0.0895,1.0031,1038,-0.9822,0.0162
Occupancy,Acadian Flycatcher,small_tree,0.0561,0.1394,-0.2094,0.0518,0.3223,1.0018,1200,-0.1616,0.2857
Occupancy,Alder Flycatcher,small_tree,0.1456,0.1839,-0.1945,0.1413,0.5432,1.002,1200,-0.1497,0.4573
Occupancy,American Crow,small_tree,0.1072,0.1498,-0.175,0.1059,0.3916,1.0004,1200,-0.1336,0.3527
Occupancy,American Goldfinch,small_tree,-0.0198,0.1704,-0.3537,-0.0125,0.307,1.0172,1200,-0.3009,0.2519
Occupancy,American Kestrel,small_tree,0.0688,0.1871,-0.2853,0.0723,0.4264,1.0016,997,-0.2314,0.3784
Occupancy,American Redstart,small_tree,0.0338,0.165,-0.3027,0.0371,0.3461,1.0042,1217,-0.2465,0.3026
Occupancy,American Robin,small_tree,0.0999,0.1579,-0.2227,0.0994,0.417,1.0134,1200,-0.1518,0.3598
Occupancy,American Woodcock,small_tree,0.1532,0.1793,-0.1652,0.1402,0.5364,0.9994,1069,-0.1264,0.4627
Occupancy,Barred Owl,small_tree,0.0666,0.1772,-0.2672,0.0665,0.415,1.0022,1200,-0.2222,0.3589
Occupancy,Bald Eagle,small_tree,0.1163,0.1724,-0.2244,0.1153,0.4691,1.0223,1200,-0.1618,0.3977
Occupancy,Bank Swallow,small_tree,0.0665,0.1845,-0.3047,0.0664,0.4233,1.0035,1797,-0.2384,0.3617
Occupancy,Baltimore Oriole,small_tree,0.0948,0.1587,-0.2166,0.0915,0.3941,1.0054,1123,-0.1702,0.3523
Occupancy,Barn Swallow,small_tree,0.0785,0.1617,-0.2274,0.0767,0.4045,1.0078,1200,-0.1844,0.3477
Occupancy,Black-capped Chickadee,small_tree,0.0569,0.1773,-0.2864,0.0531,0.4199,1.0107,1200,-0.2278,0.3601
Occupancy,Belted Kingfisher,small_tree,0.0129,0.1684,-0.332,0.0195,0.3176,0.9994,1200,-0.2704,0.2739
Occupancy,Blue-gray Gnatcatcher,small_tree,0.1156,0.1594,-0.1857,0.1142,0.4185,1.0051,1200,-0.1353,0.3779
Occupancy,Brown-headed Cowbird,small_tree,0.1114,0.1703,-0.242,0.1098,0.4617,1.0077,1200,-0.1605,0.4094
Occupancy,Blue-headed Vireo,small_tree,0.0623,0.1828,-0.2904,0.0683,0.4357,1.0026,1200,-0.2326,0.3502
Occupancy,Blue Jay,small_tree,0.23,0.1661,-0.0775,0.2211,0.5794,1.0042,1200,-0.0335,0.5163
Occupancy,Bobolink,small_tree,0.0677,0.1812,-0.2951,0.0704,0.4177,1.0171,1200,-0.2211,0.3617
Occupancy,Brown Creeper,small_tree,0.0975,0.165,-0.2158,0.095,0.4128,1.0085,1200,-0.1778,0.3694
Occupancy,Brown Thrasher,small_tree,-0.0497,0.1879,-0.4405,-0.0468,0.318,1.0036,1120,-0.3536,0.2452
Occupancy,Black-throated Green Warbler,small_tree,0.0599,0.1913,-0.3213,0.0663,0.4243,1.0107,1200,-0.2582,0.3652
Occupancy,Broad-winged Hawk,small_tree,-0.0009,0.1857,-0.3813,0.0026,0.3494,1.0013,1200,-0.3038,0.2951
Occupancy,Blue-winged Warbler,small_tree,0.0841,0.1681,-0.2387,0.0841,0.4274,1.0007,1200,-0.1943,0.3698
Occupancy,Canada Goose,small_tree,0.0434,0.1808,-0.3414,0.0476,0.3941,1.0058,1343,-0.2697,0.3255
Occupancy,Carolina Wren,small_tree,0.2203,0.1626,-0.0993,0.2193,0.5302,1.0014,1200,-0.0493,0.4786
Occupancy,Cedar Waxwing,small_tree,-0.0836,0.1589,-0.4192,-0.08,0.2169,1.0011,1200,-0.341,0.1654
Occupancy,Cerulean Warbler,small_tree,0.0612,0.1839,-0.2956,0.0627,0.4298,0.9994,1574,-0.2357,0.3674
Occupancy,Chipping Sparrow,small_tree,0.0807,0.1551,-0.2214,0.0802,0.3986,0.9999,1026,-0.1663,0.3531
Occupancy,Chimney Swift,small_tree,-0.0477,0.1862,-0.3959,-0.0447,0.3084,1.0107,1200,-0.351,0.2496
Occupancy,Cliff Swallow,small_tree,0.015,0.1809,-0.3422,0.0136,0.3688,1.0153,1200,-0.2778,0.3159
Occupancy,Common Grackle,small_tree,0.1013,0.1614,-0.199,0.0954,0.4574,1.0013,1299,-0.15,0.3914
Occupancy,Cooper's Hawk,small_tree,0.0634,0.1631,-0.2584,0.0691,0.374,1.0009,1103,-0.2024,0.32
Occupancy,Common Yellowthroat,small_tree,0.0766,0.1414,-0.2121,0.0789,0.3531,1.0017,1200,-0.1574,0.307
Occupancy,Dark-eyed Junco,small_tree,0.0544,0.1642,-0.2713,0.0567,0.382,1.0082,1103,-0.2281,0.3139
Occupancy,Downy Woodpecker,small_tree,-0.0013,0.1748,-0.3591,0.0025,0.3247,1.0094,1200,-0.301,0.2862
Occupancy,Eastern Bluebird,small_tree,0.0682,0.1621,-0.2302,0.0627,0.3893,1.002,1200,-0.187,0.3428
Occupancy,Eastern Kingbird,small_tree,0.1243,0.1612,-0.1729,0.123,0.4414,1.0075,1020,-0.1292,0.391
Occupancy,Eastern Meadowlark,small_tree,0.0729,0.181,-0.2805,0.0761,0.4243,1,1312,-0.226,0.3637
Occupancy,Eastern Phoebe,small_tree,0.0148,0.1655,-0.3214,0.0191,0.3162,1.0105,1200,-0.2595,0.2836
Occupancy,Eastern Towhee,small_tree,0.1235,0.1478,-0.1578,0.1205,0.4224,1.0029,1200,-0.1076,0.3808
Occupancy,Eastern Wood-Pewee,small_tree,0.1624,0.1545,-0.136,0.1549,0.4835,1.0048,1200,-0.0886,0.4383
Occupancy,European Starling,small_tree,-0.0546,0.1528,-0.3849,-0.0507,0.2353,1.0089,1200,-0.3167,0.1873
Occupancy,Field Sparrow,small_tree,0.0273,0.1538,-0.2645,0.0274,0.3153,1.0218,1200,-0.219,0.2775
Occupancy,Great Blue Heron,small_tree,0.0688,0.1707,-0.2678,0.0673,0.407,0.9996,1200,-0.2278,0.3361
Occupancy,Great Crested Flycatcher,small_tree,0.0365,0.1888,-0.3436,0.0351,0.4136,1.0014,1123,-0.2739,0.3557
Occupancy,Great Horned Owl,small_tree,0.055,0.185,-0.3281,0.0587,0.3996,1.003,1078,-0.2531,0.3479
Occupancy,Gray Catbird,small_tree,0.0865,0.141,-0.1837,0.0883,0.3545,1.003,1200,-0.1466,0.3186
Occupancy,Green Heron,small_tree,0.0928,0.1796,-0.2562,0.0881,0.4465,1.012,1200,-0.1948,0.3971
Occupancy,Hairy Woodpecker,small_tree,0.1825,0.1704,-0.1387,0.1827,0.5354,1.0065,1200,-0.0935,0.4621
Occupancy,Herring Gull,small_tree,0.0797,0.1846,-0.2661,0.0738,0.4471,1.0053,1074,-0.2143,0.3912
Occupancy,Hermit Thrush,small_tree,0.0674,0.1821,-0.2754,0.0637,0.436,1.0019,1322,-0.2112,0.3652
Occupancy,House Finch,small_tree,0.1161,0.1684,-0.2088,0.117,0.4544,1.0099,1320,-0.1714,0.3918
Occupancy,House Sparrow,small_tree,0.0683,0.1474,-0.2322,0.0732,0.3557,1.0041,1200,-0.171,0.3085
Occupancy,Hooded Warbler,small_tree,-0.0012,0.1475,-0.302,0.0025,0.2803,1.0065,1200,-0.2456,0.2374
Occupancy,House Wren,small_tree,0.2251,0.1377,-0.0286,0.2202,0.5133,1.004,1200,0.0035,0.454
Occupancy,Indigo Bunting,small_tree,0.0562,0.1369,-0.2224,0.0617,0.3324,1.0035,1094,-0.1794,0.2779
Occupancy,Killdeer,small_tree,0.1041,0.1704,-0.241,0.1074,0.4264,1.0091,1080,-0.1911,0.3801
Occupancy,Louisiana Waterthrush,small_tree,0.1155,0.1618,-0.1868,0.1127,0.4509,1.0005,1200,-0.1469,0.3837
Occupancy,Mallard,small_tree,0.0371,0.1721,-0.2923,0.0356,0.3858,1.0098,1344,-0.246,0.3201
Occupancy,Mourning Dove,small_tree,0.1283,0.1566,-0.1722,0.1211,0.4519,1.0032,1200,-0.107,0.4066
Occupancy,Northern Cardinal,small_tree,0.0392,0.1649,-0.2785,0.0458,0.3621,0.9992,1093,-0.2356,0.3053
Occupancy,Northern Flicker,small_tree,0.0611,0.183,-0.2802,0.0591,0.4406,1,1200,-0.2398,0.3695
Occupancy,Northern Parula,small_tree,0.0669,0.1813,-0.2843,0.0692,0.4141,1.0034,963,-0.224,0.362
Occupancy,Northern Rough-winged Swallow,small_tree,0.0076,0.1728,-0.3158,0.0073,0.3415,1.001,1200,-0.269,0.2848
Occupancy,Orchard Oriole,small_tree,0.0201,0.1638,-0.3026,0.0228,0.3397,1.0082,1200,-0.2542,0.2806
Occupancy,Ovenbird,small_tree,0.0336,0.1645,-0.2897,0.0327,0.35,1.0001,1200,-0.2392,0.3002
Occupancy,Pileated Woodpecker,small_tree,0.0773,0.1715,-0.2485,0.0703,0.4283,1.0006,1200,-0.1915,0.3626
Occupancy,Purple Finch,small_tree,0.0434,0.1783,-0.321,0.0393,0.3876,1.0059,1200,-0.2542,0.3376
Occupancy,Purple Martin,small_tree,0.0647,0.1858,-0.3023,0.0687,0.4267,1.0021,1200,-0.2378,0.3768
Occupancy,Rose-breasted Grosbeak,small_tree,-0.0348,0.1738,-0.3828,-0.032,0.2827,1.0041,1200,-0.323,0.2314
Occupancy,Ring-billed Gull,small_tree,0.0523,0.1725,-0.2839,0.0499,0.3866,1.0018,1200,-0.2259,0.3299
Occupancy,Red-breasted Nuthatch,small_tree,0.058,0.1889,-0.3168,0.0559,0.4429,1.0013,1200,-0.2543,0.3615
Occupancy,Red-bellied Woodpecker,small_tree,0.0336,0.1701,-0.2935,0.0312,0.3883,1.0019,1065,-0.2356,0.3223
Occupancy,Red-eyed Vireo,small_tree,-0.0729,0.1554,-0.3974,-0.0625,0.2097,1.0104,1200,-0.3378,0.1666
Occupancy,Red-headed Woodpecker,small_tree,0.0521,0.1757,-0.3131,0.0532,0.3796,1.0007,1200,-0.2291,0.3372
Occupancy,Rock Pigeon,small_tree,0.041,0.1864,-0.3486,0.0417,0.3965,0.9997,1200,-0.2731,0.3363
Occupancy,Red-shouldered Hawk,small_tree,0.1732,0.1892,-0.1887,0.175,0.5474,1.0022,1200,-0.1406,0.4765
Occupancy,Red-tailed Hawk,small_tree,0.1236,0.1705,-0.1974,0.123,0.4766,1.0041,1200,-0.1347,0.4169
Occupancy,Ruby-throated Hummingbird,small_tree,0.0484,0.1913,-0.3385,0.0513,0.4134,1.003,1376,-0.2826,0.3517
Occupancy,Red-winged Blackbird,small_tree,0.0959,0.1368,-0.1714,0.0978,0.3678,1.002,1200,-0.1294,0.3271
Occupancy,Savannah Sparrow,small_tree,0.0689,0.1792,-0.2848,0.0639,0.4352,1.0036,1200,-0.2127,0.3594
Occupancy,Scarlet Tanager,small_tree,0.0689,0.1505,-0.233,0.0692,0.3542,1.0031,1304,-0.1838,0.3063
Occupancy,Song Sparrow,small_tree,0.0969,0.1341,-0.1566,0.0958,0.3699,0.999,1200,-0.1169,0.3222
Occupancy,Swamp Sparrow,small_tree,0.0518,0.1686,-0.2997,0.057,0.3694,1.0014,1085,-0.2283,0.3201
Occupancy,Tennessee Warbler,small_tree,0.0703,0.1865,-0.3022,0.0705,0.4433,1.0078,1200,-0.2378,0.374
Occupancy,Tree Swallow,small_tree,0.0439,0.1567,-0.2745,0.0445,0.3466,1.0042,1200,-0.2169,0.2912
Occupancy,Tufted Titmouse,small_tree,0.0959,0.1737,-0.2292,0.0929,0.4465,1.0013,1200,-0.184,0.3866
Occupancy,Turkey Vulture,small_tree,0.043,0.1853,-0.3311,0.0436,0.4191,1.0014,1312,-0.2561,0.3458
Occupancy,Veery,small_tree,0.1061,0.1675,-0.2095,0.101,0.4323,1.0023,1200,-0.1521,0.381
Occupancy,Virginia Rail,small_tree,0.0631,0.1895,-0.3016,0.0678,0.4153,1.004,1200,-0.2466,0.3738
Occupancy,Warbling Vireo,small_tree,0.0038,0.1445,-0.2675,0.0016,0.2968,1.0051,1200,-0.2316,0.2489
Occupancy,White-breasted Nuthatch,small_tree,0.1115,0.1656,-0.2065,0.104,0.4576,1.0056,1347,-0.1512,0.3909
Occupancy,White-eyed Vireo,small_tree,0.0692,0.1731,-0.2586,0.0668,0.4106,1.0076,1200,-0.208,0.3555
Occupancy,Willow Flycatcher,small_tree,0.012,0.1615,-0.3178,0.0135,0.3212,1.0049,1337,-0.2572,0.267
Occupancy,Wild Turkey,small_tree,0.0428,0.179,-0.3021,0.0427,0.3956,0.9995,1200,-0.2502,0.3385
Occupancy,Winter Wren,small_tree,0.0114,0.179,-0.3477,0.0131,0.3501,1.0235,1200,-0.2785,0.2993
Occupancy,Wood Duck,small_tree,0.0822,0.1833,-0.2763,0.0768,0.4474,1.0091,1200,-0.2168,0.3787
Occupancy,Wood Thrush,small_tree,0.0033,0.1439,-0.2853,-0.0003,0.296,0.9995,1200,-0.2321,0.2406
Occupancy,Yellow-billed Cuckoo,small_tree,0.0714,0.1732,-0.2841,0.0776,0.3821,1.0003,1200,-0.2048,0.3419
Occupancy,Yellow Warbler,small_tree,0.0251,0.1444,-0.2452,0.0202,0.3211,1.0026,1200,-0.2114,0.2689
Occupancy,Yellow-throated Vireo,small_tree,0.0189,0.1657,-0.3278,0.0244,0.3213,1.0015,1200,-0.2611,0.2788
Occupancy,Yellow-throated Warbler,small_tree,0.2064,0.1837,-0.1323,0.1964,0.5848,1.0038,1200,-0.07,0.5257
Occupancy,Acadian Flycatcher,shrub,0.249,0.2048,-0.1385,0.2501,0.6738,1.0026,1200,-0.0846,0.6095
Occupancy,Alder Flycatcher,shrub,-0.2691,0.2808,-0.8248,-0.2569,0.2436,1,1200,-0.7341,0.1706
Occupancy,American Crow,shrub,-0.2427,0.1954,-0.6169,-0.2433,0.1389,1.0063,1200,-0.5518,0.0737
Occupancy,American Goldfinch,shrub,-0.0547,0.2449,-0.5518,-0.0566,0.4406,0.999,1200,-0.4604,0.3564
Occupancy,American Kestrel,shrub,-0.2818,0.2843,-0.8634,-0.2696,0.2461,1.0101,1369,-0.7554,0.1721
Occupancy,American Redstart,shrub,-0.1338,0.2303,-0.5997,-0.1437,0.3308,1.0012,1200,-0.5117,0.2482
Occupancy,American Robin,shrub,-0.2455,0.2094,-0.6392,-0.2476,0.1682,1.0076,1082,-0.5893,0.1075
Occupancy,American Woodcock,shrub,-0.1911,0.2645,-0.7456,-0.1915,0.3304,1.0033,1200,-0.6259,0.2391
Occupancy,Barred Owl,shrub,-0.1922,0.27,-0.6874,-0.1907,0.3467,1.0021,1200,-0.6269,0.2706
Occupancy,Bald Eagle,shrub,-0.2919,0.2716,-0.8561,-0.2825,0.2235,1.0041,1200,-0.7305,0.1373
Occupancy,Bank Swallow,shrub,-0.2755,0.2804,-0.8833,-0.2587,0.2409,1.0051,1200,-0.7644,0.1884
Occupancy,Baltimore Oriole,shrub,-0.1443,0.1947,-0.5044,-0.1441,0.2379,1.0083,1200,-0.46,0.1656
Occupancy,Barn Swallow,shrub,-0.1975,0.2424,-0.686,-0.193,0.2835,1.0009,1200,-0.6102,0.1911
Occupancy,Black-capped Chickadee,shrub,-0.082,0.2503,-0.5351,-0.0904,0.4107,1.0024,1200,-0.4652,0.3191
Occupancy,Belted Kingfisher,shrub,-0.1151,0.2351,-0.5706,-0.1215,0.3454,1.0008,1200,-0.5018,0.2666
Occupancy,Blue-gray Gnatcatcher,shrub,-0.1635,0.2149,-0.5596,-0.1696,0.2867,1.0049,1200,-0.4908,0.2102
Occupancy,Brown-headed Cowbird,shrub,-0.2145,0.223,-0.6622,-0.2181,0.2235,1.0072,1362,-0.587,0.1486
Occupancy,Blue-headed Vireo,shrub,-0.164,0.2812,-0.7057,-0.1682,0.4108,1.0017,1200,-0.6425,0.3098
Occupancy,Blue Jay,shrub,-0.0105,0.2243,-0.4217,-0.0234,0.4453,1.0008,1200,-0.3627,0.3531
